Date,IXIC_close,IXIC_volume
1977-11-01T14:30:00Z,103.15,1
1977-12-01T14:30:00Z,105.05,1
1978-01-02T14:30:00Z,100.84,1
1978-02-01T14:30:00Z,101.47,1
1978-03-01T14:30:00Z,106.2,1
1978-04-03T14:30:00Z,115.18,1
1978-05-01T13:30:00Z,120.24,1
1978-06-01T13:30:00Z,120.3,1
1978-07-03T13:30:00Z,126.32,1
1978-08-01T13:30:00Z,135.01,1
1978-09-01T13:30:00Z,132.89,1
1978-10-02T13:30:00Z,111.12,1
1978-11-01T14:30:00Z,114.69,1
1978-12-01T14:30:00Z,117.98,1
1979-01-01T14:30:00Z,125.82,1
1979-02-01T14:30:00Z,122.56,1
1979-03-01T14:30:00Z,131.76,1
1979-04-02T14:30:00Z,133.82,1
1979-05-01T13:30:00Z,131.42,1
1979-06-01T13:30:00Z,138.13,1
1979-07-02T13:30:00Z,141.33,1
1979-08-01T13:30:00Z,150.44,1
1979-09-03T13:30:00Z,149.98,1
1979-10-01T13:30:00Z,135.53,1
1979-11-01T14:30:00Z,144.26,1
1979-12-03T14:30:00Z,151.14,1
1980-01-01T14:30:00Z,161.75,1
1980-02-01T14:30:00Z,158.03,1
1980-03-03T14:30:00Z,131,1
1980-04-01T14:30:00Z,139.99,1
1980-05-01T13:30:00Z,150.45,1
1980-06-02T13:30:00Z,157.78,1
1980-07-01T13:30:00Z,171.81,1
1980-08-01T13:30:00Z,181.52,1
1980-09-01T13:30:00Z,187.76,1
1980-10-01T13:30:00Z,192.78,1
1980-11-03T14:30:00Z,208.15,1
1980-12-01T14:30:00Z,202.34,1
1981-01-01T14:30:00Z,197.81,1
1981-02-02T14:30:00Z,198.01,1
1981-03-02T14:30:00Z,210.18,1
1981-04-01T14:30:00Z,216.74,1
1981-05-01T13:30:00Z,223.47,1
1981-06-01T13:30:00Z,215.75,1
1981-07-01T13:30:00Z,211.63,1
1981-08-03T13:30:00Z,195.75,1
1981-09-01T13:30:00Z,180.03,1
1981-10-01T13:30:00Z,195.24,1
1981-11-02T14:30:00Z,201.37,1
1981-12-01T14:30:00Z,195.84,1
1982-01-01T14:30:00Z,188.39,1
1982-02-01T14:30:00Z,179.43,1
1982-03-01T14:30:00Z,175.65,1
1982-04-01T14:30:00Z,184.7,1
1982-05-03T13:30:00Z,178.54,1
1982-06-01T13:30:00Z,171.3,1
1982-07-01T13:30:00Z,167.35,1
1982-08-02T13:30:00Z,177.71,1
1982-09-01T13:30:00Z,187.65,1
1982-10-01T13:30:00Z,212.63,1
1982-11-01T14:30:00Z,232.31,1
1982-12-01T14:30:00Z,232.41,1
1983-01-03T14:30:00Z,248.35,1
1983-02-01T14:30:00Z,260.67,1
1983-03-01T14:30:00Z,270.8,1
1983-04-01T14:30:00Z,293.06,1
1983-05-02T13:30:00Z,308.73,1
1983-06-01T13:30:00Z,318.7,1
1983-07-01T13:30:00Z,303.96,1
1983-08-01T13:30:00Z,292.42,1
1983-09-01T13:30:00Z,296.65,1
1983-10-03T13:30:00Z,274.55,1
1983-11-01T14:30:00Z,285.67,1
1983-12-01T14:30:00Z,278.6,1
1984-01-02T14:30:00Z,268.43,1
1984-02-01T14:30:00Z,252.57,1
1984-03-01T14:30:00Z,250.78,1
1984-04-02T14:30:00Z,247.44,1
1984-05-01T13:30:00Z,232.82,1
1984-06-01T13:30:00Z,239.65,1
1984-07-02T13:30:00Z,229.7,1
1984-08-01T13:30:00Z,254.64,1
1984-09-03T13:30:00Z,249.94,1
1984-10-01T13:30:00Z,247.03,1
1984-11-01T14:30:00Z,242.53,1
1984-12-03T14:30:00Z,247.35,1
1985-01-01T14:30:00Z,278.7,1
1985-02-01T14:30:00Z,284.2,1
1985-03-01T14:30:00Z,279.2,1
1985-04-01T14:30:00Z,280.6,1
1985-05-01T13:30:00Z,290.8,1
1985-06-03T13:30:00Z,296.2,1
1985-07-01T13:30:00Z,301.3,1
1985-08-01T13:30:00Z,297.7,1
1985-09-02T13:30:00Z,280.3,1
1985-10-01T13:30:00Z,292.5,1
1985-11-01T14:30:00Z,314,1
1985-12-02T14:30:00Z,324.9,1
1986-01-01T14:30:00Z,335.8,1
1986-02-03T14:30:00Z,359.5,1
1986-03-03T14:30:00Z,374.7,1
1986-04-01T14:30:00Z,383.2,1
1986-05-01T13:30:00Z,400.2,1
1986-06-02T13:30:00Z,405.5,1
1986-07-01T13:30:00Z,371.4,1
1986-08-01T13:30:00Z,382.9,1
1986-09-01T13:30:00Z,350.7,1
1986-10-01T13:30:00Z,360.8,1
1986-11-03T14:30:00Z,359.6,1
1986-12-01T14:30:00Z,348.8,1
1987-01-01T14:30:00Z,392.1,1
1987-02-02T14:30:00Z,425,1
1987-03-02T14:30:00Z,430.1,1
1987-04-01T14:30:00Z,417.8,1
1987-05-01T13:30:00Z,416.5,1
1987-06-01T13:30:00Z,424.7,1
1987-07-01T13:30:00Z,434.9,1
1987-08-03T13:30:00Z,455,1
1987-09-01T13:30:00Z,444.3,1
1987-10-01T13:30:00Z,323.3,1
1987-11-02T14:30:00Z,305.2,1
1987-12-01T14:30:00Z,330.5,1
1988-01-01T14:30:00Z,344.7,1
1988-02-01T14:30:00Z,367,1
1988-03-01T14:30:00Z,374.6,1
1988-04-01T14:30:00Z,379.2,1
1988-05-02T13:30:00Z,370.3,1
1988-06-01T13:30:00Z,394.7,1
1988-07-01T13:30:00Z,387.3,1
1988-08-01T13:30:00Z,376.6,1
1988-09-01T13:30:00Z,387.7,1
1988-10-03T13:30:00Z,382.5,1
1988-11-01T14:30:00Z,371.5,1
1988-12-01T14:30:00Z,381.4,1
1989-01-02T14:30:00Z,401.3,1
1989-02-01T14:30:00Z,399.7,1
1989-03-01T14:30:00Z,406.7,1
1989-04-03T13:30:00Z,427.6,1
1989-05-01T13:30:00Z,446.2,1
1989-06-01T13:30:00Z,435.3,1
1989-07-03T13:30:00Z,453.8,1
1989-08-01T13:30:00Z,469.3,1
1989-09-01T13:30:00Z,472.9,1
1989-10-02T13:30:00Z,455.6,1
1989-11-01T14:30:00Z,456.1,1
1989-12-01T14:30:00Z,454.8,1
1990-01-01T14:30:00Z,415.8,1
1990-02-01T14:30:00Z,425.8,1
1990-03-01T14:30:00Z,435.5,1
1990-04-02T13:30:00Z,420.1,1
1990-05-01T13:30:00Z,459,1
1990-06-01T13:30:00Z,462.3,1
1990-07-02T13:30:00Z,438.2,1
1990-08-01T13:30:00Z,381.2,1
1990-09-03T13:30:00Z,344.5,1
1990-10-01T13:30:00Z,329.8,1
1990-11-01T14:30:00Z,359.1,1
1990-12-03T14:30:00Z,373.8,1
1991-01-01T14:30:00Z,414.2,1
1991-02-01T14:30:00Z,453.1,1
1991-03-01T14:30:00Z,482.3,1
1991-04-01T14:30:00Z,484.7,1
1991-05-01T13:30:00Z,506.1,1
1991-06-03T13:30:00Z,475.9,1
1991-07-01T13:30:00Z,502,1
1991-08-01T13:30:00Z,525.7,1
1991-09-02T13:30:00Z,526.9,1
1991-10-01T13:30:00Z,543,1
1991-11-01T14:30:00Z,523.9,1
1991-12-02T14:30:00Z,586.3,1
1992-01-01T14:30:00Z,620.2,1
1992-02-03T14:30:00Z,633.5,1
1992-03-02T14:30:00Z,603.8,1
1992-04-01T14:30:00Z,578.7,1
1992-05-01T13:30:00Z,585.3,1
1992-06-01T13:30:00Z,563.6,1
1992-07-01T13:30:00Z,580.8,1
1992-08-03T13:30:00Z,563.1,1
1992-09-01T13:30:00Z,583.3,1
1992-10-01T13:30:00Z,605.2,1
1992-11-02T14:30:00Z,652.7,1
1992-12-01T14:30:00Z,677,1
1993-01-01T14:30:00Z,696.3,1
1993-02-01T14:30:00Z,670.8,1
1993-03-01T14:30:00Z,690.1,1
1993-04-01T14:30:00Z,661.4,1
1993-05-03T13:30:00Z,700.5,1
1993-06-01T13:30:00Z,704,1
1993-07-01T13:30:00Z,704.7,1
1993-08-02T13:30:00Z,742.8,1
1993-09-01T13:30:00Z,762.8,1
1993-10-01T13:30:00Z,779.3,1
1993-11-01T14:30:00Z,754.4,1
1993-12-01T14:30:00Z,776.8,1
1994-01-03T14:30:00Z,800.5,1
1994-02-01T14:30:00Z,792.5,1
1994-03-01T14:30:00Z,743.5,1
1994-04-01T14:30:00Z,733.8,1
1994-05-02T13:30:00Z,735.2,1
1994-06-01T13:30:00Z,706,1
1994-07-01T13:30:00Z,722.2,1
1994-08-01T13:30:00Z,765.6,1
1994-09-01T13:30:00Z,764.3,1
1994-10-03T13:30:00Z,777.5,1
1994-11-01T14:30:00Z,750.3,1
1994-12-01T14:30:00Z,752,1
1995-01-02T14:30:00Z,755.2,1
1995-02-01T14:30:00Z,793.7,1
1995-03-01T14:30:00Z,817.2,1
1995-04-03T13:30:00Z,844,1
1995-05-01T13:30:00Z,864.6,1
1995-06-01T13:30:00Z,933.5,1
1995-07-03T13:30:00Z,1001.2,1
1995-08-01T13:30:00Z,1020.1,1
1995-09-01T13:30:00Z,1043.5,1
1995-10-02T13:30:00Z,1036.1,1
1995-11-01T14:30:00Z,1059.2,1
1995-12-01T14:30:00Z,1052.1,1
1996-01-01T14:30:00Z,1059.8,1
1996-02-01T14:30:00Z,1100.1,1
1996-03-01T14:30:00Z,1101.4,1
1996-04-01T14:30:00Z,1190.52,1
1996-05-01T13:30:00Z,1243.43,1
1996-06-03T13:30:00Z,1185.02,1
1996-07-01T13:30:00Z,1080.59,1
1996-08-01T13:30:00Z,1141.5,1
1996-09-02T13:30:00Z,1226.92,1
1996-10-01T13:30:00Z,1221.51,1
1996-11-01T14:30:00Z,1292.61,1
1996-12-02T14:30:00Z,1291.03,1
1997-01-01T14:30:00Z,1379.85,1
1997-02-03T14:30:00Z,1309,1
1997-03-03T14:30:00Z,1221.7,1
1997-04-01T14:30:00Z,1260.76,1
1997-05-01T13:30:00Z,1400.32,1
1997-06-02T13:30:00Z,1442.07,1
1997-07-01T13:30:00Z,1593.81,1
1997-08-01T13:30:00Z,1587.32,1
1997-09-01T13:30:00Z,1685.69,1
1997-10-01T13:30:00Z,1593.61,1
1997-11-03T14:30:00Z,1600.55,1
1997-12-01T14:30:00Z,1570.35,1
1998-01-01T14:30:00Z,1619.36,1
1998-02-02T14:30:00Z,1770.51,1
1998-03-02T14:30:00Z,1835.68,1
1998-04-01T14:30:00Z,1868.41,1
1998-05-01T13:30:00Z,1778.87,1
1998-06-01T13:30:00Z,1894.74,1
1998-07-01T13:30:00Z,1872.39,1
1998-08-03T13:30:00Z,1499.25,1
1998-09-01T13:30:00Z,1693.84,1
1998-10-01T13:30:00Z,1771.39,1
1998-11-02T14:30:00Z,1949.86,1
1998-12-01T14:30:00Z,2192.48,1
1999-01-01T14:30:00Z,2505.89,1
1999-02-01T14:30:00Z,2288.03,1
1999-03-01T14:30:00Z,2461.4,1
1999-04-01T14:30:00Z,2542.85,1
1999-05-03T13:30:00Z,2470.52,1
1999-06-01T13:30:00Z,2686.12,1
1999-07-01T13:30:00Z,2638.52,1
1999-08-02T13:30:00Z,2739.35,1
1999-09-01T13:30:00Z,2746.16,1
1999-10-01T13:30:00Z,2966.43,1
1999-11-01T14:30:00Z,3336.16,1
1999-12-01T14:30:00Z,4069.31,1
2000-01-03T14:30:00Z,3940.35,1
2000-02-01T14:30:00Z,4696.69,1
2000-03-01T14:30:00Z,4572.83,1
2000-04-03T13:30:00Z,3860.66,1
2000-05-01T13:30:00Z,3400.91,1
2000-06-01T13:30:00Z,3966.11,1
2000-07-03T13:30:00Z,3766.99,1
2000-08-01T13:30:00Z,4206.35,1
2000-09-01T13:30:00Z,3672.82,1
2000-10-02T13:30:00Z,3369.63,1
2000-11-01T14:30:00Z,2597.93,1
2000-12-01T14:30:00Z,2470.52,1
2001-01-02T14:30:00Z,2772.73,1
2001-02-01T14:30:00Z,2151.83,1
2001-03-01T14:30:00Z,1840.26,1
2001-04-02T13:30:00Z,2116.24,1
2001-05-01T13:30:00Z,2110.49,1
2001-06-01T13:30:00Z,2161.24,1
2001-07-02T13:30:00Z,2027.13,1
2001-08-01T13:30:00Z,1805.43,1
2001-09-04T13:30:00Z,1498.8,1
2001-10-01T13:30:00Z,1690.2,1
2001-11-01T14:30:00Z,1930.58,1
2001-12-03T14:30:00Z,1950.4,1
2002-01-02T14:30:00Z,1934.03,1
2002-02-01T14:30:00Z,1731.49,1
2002-03-01T14:30:00Z,1845.35,1
2002-04-01T14:30:00Z,1688.23,1
2002-05-01T13:30:00Z,1615.73,1
2002-06-03T13:30:00Z,1463.21,1
2002-07-01T13:30:00Z,1328.26,1
2002-08-01T13:30:00Z,1314.85,1
2002-09-03T13:30:00Z,1172.06,1
2002-10-01T13:30:00Z,1329.75,1
2002-11-01T14:30:00Z,1478.78,1
2002-12-02T14:30:00Z,1335.51,1
2003-01-02T14:30:00Z,1320.91,1
2003-02-03T14:30:00Z,1337.52,1
2003-03-03T14:30:00Z,1341.17,1
2003-04-01T14:30:00Z,1464.31,1
2003-05-01T13:30:00Z,1595.91,1
2003-06-02T13:30:00Z,1622.8,1
2003-07-01T13:30:00Z,1735.02,1
2003-08-01T13:30:00Z,1810.45,1
2003-09-02T13:30:00Z,1786.94,1
2003-10-01T13:30:00Z,1932.21,1
2003-11-03T14:30:00Z,1960.26,1
2003-12-01T14:30:00Z,2003.37,1
2004-01-02T14:30:00Z,2066.15,1
2004-02-02T14:30:00Z,2029.82,1
2004-03-01T14:30:00Z,1994.22,1
2004-04-01T14:30:00Z,1920.15,1
2004-05-03T13:30:00Z,1986.74,1
2004-06-01T13:30:00Z,2047.79,1
2004-07-01T13:30:00Z,1887.36,1
2004-08-02T13:30:00Z,1838.1,1
2004-09-01T13:30:00Z,1896.84,1
2004-10-01T13:30:00Z,1974.99,1
2004-11-01T14:30:00Z,2096.81,1
2004-12-01T14:30:00Z,2175.44,1
2005-01-03T14:30:00Z,2062.41,1
2005-02-01T14:30:00Z,2051.72,1
2005-03-01T14:30:00Z,1999.23,1
2005-04-01T14:30:00Z,1921.65,1
2005-05-02T13:30:00Z,2068.22,1
2005-06-01T13:30:00Z,2056.96,1
2005-07-01T13:30:00Z,2184.83,1
2005-08-01T13:30:00Z,2152.09,1
2005-09-01T13:30:00Z,2151.69,1
2005-10-03T13:30:00Z,2120.3,1
2005-11-01T14:30:00Z,2232.82,1
2005-12-01T14:30:00Z,2205.32,1
2006-01-03T14:30:00Z,2305.82,1
2006-02-01T14:30:00Z,2281.39,1
2006-03-01T14:30:00Z,2339.79,1
2006-04-03T13:30:00Z,2322.57,1
2006-05-01T13:30:00Z,2178.88,1
2006-06-01T13:30:00Z,2172.09,1
2006-07-03T13:30:00Z,2091.47,1
2006-08-01T13:30:00Z,2183.75,1
2006-09-01T13:30:00Z,2258.43,1
2006-10-02T13:30:00Z,2366.71,1
2006-11-01T14:30:00Z,2431.77,1
2006-12-01T14:30:00Z,2415.29,1
2007-01-03T14:30:00Z,2463.93,1
2007-02-01T14:30:00Z,2416.15,1
2007-03-01T14:30:00Z,2421.64,1
2007-04-02T13:30:00Z,2525.09,1
2007-05-01T13:30:00Z,2604.52,1
2007-06-01T13:30:00Z,2603.23,1
2007-07-02T13:30:00Z,2546.27,1
2007-08-01T13:30:00Z,2596.36,1
2007-09-04T13:30:00Z,2701.5,1
2007-10-01T13:30:00Z,2859.12,1
2007-11-01T13:30:00Z,2660.96,1
2007-12-03T14:30:00Z,2652.28,1
2008-01-02T14:30:00Z,2389.86,1
2008-02-01T14:30:00Z,2271.48,1
2008-03-03T14:30:00Z,2279.1,1
2008-04-01T13:30:00Z,2412.8,1
2008-05-01T13:30:00Z,2522.66,1
2008-06-02T13:30:00Z,2292.98,1
2008-07-01T13:30:00Z,2325.55,1
2008-08-01T13:30:00Z,2367.52,1
2008-09-02T13:30:00Z,2082.33,1
2008-10-01T13:30:00Z,1720.95,1
2008-11-03T14:30:00Z,1535.57,1
2008-12-01T14:30:00Z,1577.03,1
2009-01-02T14:30:00Z,1476.42,1
2009-02-02T14:30:00Z,1377.84,1
2009-03-02T14:30:00Z,1528.59,1
2009-04-01T13:30:00Z,1717.3,1
2009-05-01T13:30:00Z,1774.33,1
2009-06-01T13:30:00Z,1835.04,1
2009-07-01T13:30:00Z,1978.5,1
2009-08-03T13:30:00Z,2009.06,1
2009-09-01T13:30:00Z,2122.42,1
2009-10-01T13:30:00Z,2045.11,1
2009-11-02T14:30:00Z,2144.6,1
2009-12-01T14:30:00Z,2269.15,1
2010-01-04T14:30:00Z,2147.35,1
2010-02-01T14:30:00Z,2238.26,1
2010-03-01T14:30:00Z,2397.96,1
2010-04-01T13:30:00Z,2461.19,1
2010-05-03T13:30:00Z,2257.04,1
2010-06-01T13:30:00Z,2109.24,1
2010-07-01T13:30:00Z,2254.7,1
2010-08-02T13:30:00Z,2114.03,1
2010-09-01T13:30:00Z,2368.62,1
2010-10-01T13:30:00Z,2507.41,1
2010-11-01T13:30:00Z,2498.23,1
2010-12-01T14:30:00Z,2652.87,1
2011-01-03T14:30:00Z,2700.08,1
2011-02-01T14:30:00Z,2782.27,1
2011-03-01T14:30:00Z,2781.07,1
2011-04-01T13:30:00Z,2873.54,1
2011-05-02T13:30:00Z,2835.3,1
2011-06-01T13:30:00Z,2773.52,1
2011-07-01T13:30:00Z,2756.38,1
2011-08-01T13:30:00Z,2579.46,1
2011-09-01T13:30:00Z,2415.4,1
2011-10-03T13:30:00Z,2684.41,1
2011-11-01T13:30:00Z,2620.34,1
2011-12-01T14:30:00Z,2605.15,1
2012-01-03T14:30:00Z,2813.84,1
2012-02-01T14:30:00Z,2966.89,1
2012-03-01T14:30:00Z,3091.57,1
2012-04-02T13:30:00Z,3046.36,1
2012-05-01T13:30:00Z,2827.34,1
2012-06-01T13:30:00Z,2935.05,1
2012-07-02T13:30:00Z,2939.52,1
2012-08-01T13:30:00Z,3066.96,1
2012-09-04T13:30:00Z,3116.23,1
2012-10-01T13:30:00Z,2977.23,1
2012-11-01T13:30:00Z,3010.24,1
2012-12-03T14:30:00Z,3019.51,1
2013-01-02T14:30:00Z,3142.13,1
2013-02-01T14:30:00Z,3160.19,1
2013-03-01T14:30:00Z,3267.52,1
2013-04-01T13:30:00Z,3328.79,1
2013-05-01T13:30:00Z,3455.91,1
2013-06-03T13:30:00Z,3403.25,1
2013-07-01T13:30:00Z,3626.37,1
2013-08-01T13:30:00Z,3589.87,1
2013-09-03T13:30:00Z,3771.48,1
2013-10-01T13:30:00Z,3919.71,1
2013-11-01T13:30:00Z,4059.89,1
2013-12-02T14:30:00Z,4176.59,1
2014-01-02T14:30:00Z,4103.88,1
2014-02-03T14:30:00Z,4308.12,1
2014-03-03T14:30:00Z,4198.99,1
2014-04-01T13:30:00Z,4114.56,1
2014-05-01T13:30:00Z,4242.62,1
2014-06-02T13:30:00Z,4408.18,1
2014-07-01T13:30:00Z,4369.77,1
2014-08-01T13:30:00Z,4580.27,1
2014-09-02T13:30:00Z,4493.39,1
2014-10-01T13:30:00Z,4630.74,1
2014-11-03T14:30:00Z,4791.63,1
2014-12-01T14:30:00Z,4736.05,1
2015-01-02T14:30:00Z,4635.24,1
2015-02-02T14:30:00Z,4963.53,1
2015-03-02T14:30:00Z,4900.88,1
2015-04-01T13:30:00Z,4941.42,1
2015-05-01T13:30:00Z,5070.03,1
2015-06-01T13:30:00Z,4986.87,1
2015-07-01T13:30:00Z,5128.28,1
2015-08-03T13:30:00Z,4776.51,1
2015-09-01T13:30:00Z,4620.16,1
2015-10-01T13:30:00Z,5053.75,1
2015-11-02T14:30:00Z,5108.67,1
2015-12-01T14:30:00Z,5007.41,1
2016-01-04T14:30:00Z,4613.95,1
2016-02-01T14:30:00Z,4557.95,1
2016-03-01T14:30:00Z,4869.85,1
2016-04-01T13:30:00Z,4775.36,1
2016-05-02T13:30:00Z,4948.05,1
2016-06-01T13:30:00Z,4842.67,1
2016-07-01T13:30:00Z,5162.13,1
2016-08-01T13:30:00Z,5213.22,1
2016-09-01T13:30:00Z,5312,1
2016-10-03T13:30:00Z,5189.13,1
2016-11-01T13:30:00Z,5323.68,1
2016-12-01T14:30:00Z,5383.12,1
2017-01-03T14:30:00Z,5614.79,1
2017-02-01T14:30:00Z,5825.44,1
2017-03-01T14:30:00Z,5911.74,1
2017-04-03T13:30:00Z,6047.61,1
2017-05-01T13:30:00Z,6198.52,1
2017-06-01T13:30:00Z,6140.42,1
2017-07-03T13:30:00Z,6348.12,1
2017-08-01T13:30:00Z,6428.66,1
2017-09-01T13:30:00Z,6495.96,1
2017-10-02T13:30:00Z,6727.67,1
2017-11-01T13:30:00Z,6873.97,1
2017-12-01T14:30:00Z,6903.39,1
2018-01-02T14:30:00Z,7411.48,1
2018-02-01T14:30:00Z,7273.01,1
2018-03-01T14:30:00Z,7063.44,1
2018-04-02T13:30:00Z,7066.27,1
2018-05-01T13:30:00Z,7442.12,1
2018-06-01T13:30:00Z,7510.3,1
2018-07-02T13:30:00Z,7671.79,1
2018-08-01T13:30:00Z,8109.54,1
2018-09-04T13:30:00Z,8046.35,1
2018-10-01T13:30:00Z,7305.9,1
2018-11-01T13:30:00Z,7330.54,1
2018-12-03T14:30:00Z,6635.28,1
2019-01-02T14:30:00Z,7281.74,1
2019-02-01T14:30:00Z,7532.53,1
2019-03-01T14:30:00Z,7729.32,1
2019-04-01T13:30:00Z,8095.39,1
2019-05-01T13:30:00Z,7453.15,1
2019-06-03T13:30:00Z,8006.24,1
2019-07-01T13:30:00Z,8175.42,1
2019-08-01T13:30:00Z,7962.88,1
2019-09-03T13:30:00Z,7999.34,1
2019-10-01T13:30:00Z,8292.36,1
2019-11-01T13:30:00Z,8665.47,1
2019-12-02T14:30:00Z,8972.6,1
2020-01-02T14:30:00Z,9150.94,1
2020-02-03T14:30:00Z,8567.37,1
2020-03-02T14:30:00Z,7700.1,1
2020-04-01T13:30:00Z,8889.55,1
2020-05-01T13:30:00Z,9489.87,1
2020-06-01T13:30:00Z,10058.77,1
2020-07-01T13:30:00Z,10745.27,1
2020-08-03T13:30:00Z,11775.46,1
2020-09-01T13:30:00Z,11167.5069,1
2020-10-01T13:30:00Z,10911.5909,1
2020-11-02T14:30:00Z,12198.737,1
2020-12-01T14:30:00Z,12888.2824,1
2021-01-04T14:30:00Z,13070.6945,1
2021-02-01T14:30:00Z,13192.3454,1
2021-03-01T14:30:00Z,13246.8707,1
2021-04-01T13:30:00Z,13962.6812,1
2021-05-03T13:30:00Z,13748.7386,1
2021-06-01T13:30:00Z,14503.9534,1
2021-07-01T13:30:00Z,14672.6776,1
2021-08-02T13:30:00Z,15259.2351,1
2021-09-01T13:30:00Z,14448.5815,1
2021-10-01T13:30:00Z,15498.3885,1
2021-11-01T13:30:00Z,15537.6907,1
2021-12-01T14:30:00Z,15644.9707,1
2022-01-03T14:30:00Z,14239.8832,1
2022-02-01T14:30:00Z,13751.3992,1
2022-03-01T14:30:00Z,14220.5187,1
2022-04-01T13:30:00Z,12334.64,1
2022-05-02T13:30:00Z,12081.3912,1
2022-06-01T13:30:00Z,11028.7357,1
2022-07-01T13:30:00Z,12390.6879,1
2022-08-01T13:30:00Z,11816.2029,1
2022-09-01T13:30:00Z,10575.6187,1
2022-10-03T13:30:00Z,10988.1459,1
2022-11-01T13:30:00Z,11467.9959,1
2022-12-01T14:30:00Z,10466.4817,1
2023-01-03T14:30:00Z,11584.5518,1
2023-02-01T14:30:00Z,11455.544,1
2023-03-01T14:30:00Z,12221.9067,1
2023-04-03T13:30:00Z,12226.5838,1
2023-05-01T13:30:00Z,12935.2854,1
2023-06-01T13:30:00Z,13787.9227,1
2023-07-03T13:30:00Z,14346.0236,1
2023-08-01T13:30:00Z,13722.0156,1
